district_id,month,elevation_m,slope_risk,flood_susceptibility,landslide_susceptibility,temp_celsius,humidity_percent,wind_kmh,rainfall_24h_mm,rainfall_48h_mm,rainfall_72h_mm,seasonal_rainfall_avg_mm,landslide_occurred,flood_occurred,road_blocked,disruption_severity
west_khasi,7,1362.0,57.5,0.25,0.75,22.9,95.6,17.5,55.2,117.9,118.9,700.0,1,1,1,100.0
west_khasi,11,1337.0,54.4,0.25,0.75,23.5,91.9,1.1,1.1,2.4,4.2,56.0,0,0,0,4.2
east_khasi,6,1564.0,60.3,0.2,0.7,26.5,77.3,4.2,57.7,81.8,87.8,484.0,1,1,1,96.2
cachar,11,-57.0,25.7,0.65,0.2,30.4,96.2,18.0,2.5,4.0,8.0,44.0,0,1,0,1.6
kohima,2,1393.0,60.6,0.15,0.85,33.5,66.1,4.6,2.0,3.4,6.7,57.0,0,0,0,4.9
sonitpur,2,16.0,17.0,0.6,0.15,23.0,61.9,6.7,0.4,0.7,0.9,51.0,0,0,0,0.0
sonitpur,7,61.0,12.3,0.6,0.15,33.9,83.8,3.9,1.1,2.4,1.7,425.0,0,1,0,16.7
sonitpur,12,4.0,18.7,0.6,0.15,30.6,72.1,15.9,0.0,0.0,0.0,17.0,0,0,0,0.0
west_tripura,6,125.0,12.0,0.75,0.05,25.5,84.6,6.8,3.0,5.2,5.9,462.0,0,0,0,33.0
cachar,9,31.0,19.9,0.65,0.2,27.9,62.7,22.3,9.3,14.0,23.8,330.0,1,1,1,63.7
kamrup,10,97.0,11.1,0.7,0.1,28.4,88.0,14.6,4.5,7.2,6.0,108.0,0,0,0,16.8
imphal_west,9,769.0,44.1,0.35,0.5,30.7,79.4,1.1,5.8,10.3,15.0,225.0,0,1,0,42.3
west_khasi,11,1386.0,60.8,0.25,0.75,30.0,92.3,5.7,0.3,0.3,0.2,56.0,0,0,0,6.6
sonitpur,7,79.0,13.7,0.6,0.15,20.2,91.3,5.3,49.1,120.9,226.3,425.0,1,1,1,100.0
west_khasi,11,1322.0,52.5,0.25,0.75,20.4,89.5,9.8,0.2,0.5,0.9,56.0,0,0,0,0.0
dimapur,12,179.0,26.1,0.4,0.2,29.2,94.6,5.2,0.5,0.6,0.6,16.0,0,0,0,0.0
kamrup,5,45.0,11.1,0.7,0.1,23.9,74.8,7.2,9.7,20.1,17.8,252.0,0,1,0,28.7
aizawl,5,1061.0,77.3,0.1,0.8,27.4,88.2,2.5,10.4,12.0,16.6,280.0,0,0,0,21.2
west_khasi,2,1408.0,61.2,0.25,0.75,33.2,78.1,29.0,5.8,7.3,10.5,84.0,0,0,0,0.0
aizawl,9,1173.0,83.3,0.1,0.8,33.0,76.9,8.9,12.5,20.0,15.2,300.0,1,0,1,72.4
dima_hasao,3,907.0,62.0,0.3,0.8,31.1,93.3,9.5,1.4,1.6,1.1,125.0,0,0,0,1.1
papum_pare,8,361.0,48.3,0.5,0.4,31.6,69.2,12.9,8.9,14.1,11.2,506.0,0,0,0,44.4
dima_hasao,2,907.0,65.9,0.3,0.8,25.5,66.3,40.2,4.9,7.0,6.6,75.0,0,0,0,4.6
west_khasi,9,1389.0,55.0,0.25,0.75,34.5,61.4,3.4,7.1,17.1,28.8,420.0,1,0,0,41.5
west_khasi,2,1331.0,64.9,0.25,0.75,25.7,66.7,10.1,5.0,7.3,8.7,84.0,0,0,0,6.9
east_khasi,10,1395.0,51.6,0.2,0.7,20.8,89.5,2.6,4.4,5.2,5.0,132.0,0,0,0,27.2
dima_hasao,7,901.0,67.1,0.3,0.8,28.3,81.2,10.5,18.7,15.5,19.4,625.0,1,0,1,82.1
imphal_west,10,777.0,50.2,0.35,0.5,31.5,84.0,8.9,2.4,4.7,4.7,90.0,0,0,0,7.6
aizawl,11,1162.0,72.0,0.1,0.8,18.1,71.4,13.8,1.1,1.3,1.3,40.0,0,0,0,8.2
papum_pare,9,402.0,44.8,0.5,0.4,30.2,73.1,15.4,1.5,1.8,1.3,345.0,1,1,1,54.2
kamrup,10,-17.0,7.6,0.7,0.1,19.6,73.3,18.2,2.8,3.9,6.7,108.0,0,0,0,13.4
papum_pare,12,338.0,41.6,0.5,0.4,33.1,86.6,2.3,2.1,4.1,6.0,23.0,0,0,0,0.0
east_khasi,1,1509.0,52.8,0.2,0.7,33.7,92.4,7.4,2.6,4.4,3.2,44.0,0,0,0,3.4
cachar,5,-10.0,20.4,0.65,0.2,32.5,77.9,20.3,34.0,64.8,85.4,308.0,0,1,0,46.9
west_tripura,5,-71.0,10.2,0.75,0.05,24.4,83.8,15.8,40.8,36.4,49.2,294.0,0,1,0,47.9
west_khasi,6,1358.0,60.6,0.25,0.75,19.5,96.8,0.4,12.8,12.6,17.1,616.0,1,1,1,85.8
kamrup,3,45.0,8.5,0.7,0.1,23.2,77.1,7.8,4.0,5.1,9.5,90.0,0,0,0,1.2
cachar,10,89.0,18.7,0.65,0.2,32.5,63.5,18.0,2.2,4.8,3.9,132.0,0,1,1,34.4
papum_pare,7,438.0,32.9,0.5,0.4,28.0,90.0,10.7,3.9,5.2,7.2,575.0,0,0,0,27.0
sonitpur,3,128.0,17.9,0.6,0.15,19.8,78.8,9.4,9.4,21.2,17.0,85.0,0,0,0,0.0
west_tripura,11,63.0,6.3,0.75,0.05,25.1,81.9,20.6,2.9,3.4,6.1,42.0,0,0,0,2.8
kamrup,2,19.0,11.0,0.7,0.1,23.8,85.8,0.6,2.9,3.9,4.3,54.0,0,0,0,6.2
west_tripura,9,4.0,0.0,0.75,0.05,32.5,72.0,7.4,8.1,16.2,23.1,315.0,0,1,1,69.3
dima_hasao,7,985.0,69.5,0.3,0.8,22.2,85.4,13.5,6.8,9.9,19.1,625.0,1,0,0,48.7
dimapur,8,190.0,26.9,0.4,0.2,24.1,71.4,2.4,20.8,37.5,69.1,352.0,1,1,0,65.8
west_khasi,3,1363.0,59.7,0.25,0.75,22.4,81.4,7.6,3.1,7.4,11.9,140.0,0,0,0,0.0
west_khasi,5,1360.0,62.6,0.25,0.75,24.1,79.5,11.3,20.1,46.1,72.7,392.0,1,0,0,25.7
west_tripura,6,57.0,2.3,0.75,0.05,32.1,60.6,3.2,19.3,20.3,26.7,462.0,0,1,1,78.0
aizawl,10,1088.0,82.1,0.1,0.8,29.8,95.1,12.5,15.5,32.8,47.4,120.0,1,0,0,37.9
sonitpur,1,128.0,10.6,0.6,0.15,28.2,95.6,1.8,2.8,6.8,7.9,34.0,0,0,0,6.7
cachar,3,13.0,20.1,0.65,0.2,23.7,79.4,7.6,0.2,0.2,0.1,110.0,0,1,0,0.0
aizawl,1,1206.0,79.1,0.1,0.8,34.9,72.5,4.8,0.6,0.7,1.2,40.0,0,0,0,7.1
papum_pare,2,334.0,30.2,0.5,0.4,31.5,61.5,4.0,2.1,3.9,7.6,69.0,0,0,0,4.3
east_khasi,8,1588.0,57.3,0.2,0.7,31.4,80.2,3.5,10.9,22.3,18.6,484.0,1,1,1,84.0
papum_pare,7,383.0,36.1,0.5,0.4,27.0,88.6,5.8,24.2,55.5,105.8,575.0,1,1,1,97.7
kohima,10,1477.0,72.6,0.15,0.85,31.2,70.9,3.9,2.9,4.5,8.2,114.0,1,0,0,31.7
kohima,7,1423.0,59.4,0.15,0.85,34.0,68.2,14.8,27.7,68.5,116.3,475.0,1,0,1,82.8
east_khasi,4,1467.0,61.6,0.2,0.7,34.0,66.8,10.9,5.9,13.1,14.4,220.0,1,0,0,28.0
imphal_west,2,828.0,52.4,0.35,0.5,21.5,78.5,0.9,0.9,1.5,1.2,45.0,0,0,0,13.4
west_khasi,7,1438.0,65.8,0.25,0.75,30.3,94.4,15.9,132.0,249.7,184.8,700.0,1,1,1,100.0
sonitpur,5,50.0,13.1,0.6,0.15,20.6,67.9,9.7,4.0,7.5,11.2,238.0,0,1,0,24.8
papum_pare,11,299.0,32.2,0.5,0.4,31.2,68.7,0.3,3.2,7.6,14.3,46.0,0,0,0,1.3
aizawl,8,1099.0,74.2,0.1,0.8,29.4,76.3,5.8,39.9,48.7,61.5,440.0,1,0,0,74.9
imphal_west,11,732.0,46.8,0.35,0.5,31.5,83.2,1.2,4.3,5.4,6.8,30.0,0,0,0,5.4
east_khasi,1,1493.0,57.8,0.2,0.7,32.9,66.5,5.5,1.4,1.7,1.7,44.0,0,0,0,3.8
dima_hasao,7,991.0,70.8,0.3,0.8,23.6,96.2,0.3,39.5,91.9,172.1,625.0,1,1,1,98.7
aizawl,1,1143.0,74.4,0.1,0.8,33.2,85.6,2.3,1.9,2.9,4.8,40.0,0,0,0,0.0
kamrup,4,18.0,7.1,0.7,0.1,22.5,69.3,33.8,8.3,18.3,30.9,180.0,0,0,0,12.3
east_khasi,4,1557.0,49.4,0.2,0.7,18.2,77.4,1.4,8.9,18.1,13.7,220.0,1,1,1,52.3
cachar,5,50.0,14.2,0.65,0.2,25.9,96.2,29.0,1.1,1.1,1.5,308.0,0,0,0,22.1
east_khasi,6,1518.0,50.1,0.2,0.7,18.8,95.9,3.8,22.4,39.9,39.9,484.0,1,1,0,56.9
sonitpur,1,60.0,17.6,0.6,0.15,32.6,75.3,5.1,1.4,1.9,1.8,34.0,0,0,0,0.0
kohima,12,1367.0,73.3,0.15,0.85,32.7,74.9,0.0,2.8,2.9,2.7,19.0,0,0,0,4.1
dimapur,3,122.0,26.1,0.4,0.2,30.9,74.1,2.8,3.6,7.5,9.4,80.0,0,0,0,10.8
cachar,7,108.0,16.9,0.65,0.2,25.4,94.9,6.0,74.3,90.0,156.4,550.0,1,1,1,100.0
imphal_west,12,784.0,57.1,0.35,0.5,18.8,91.1,45.9,0.9,1.1,1.5,15.0,0,0,0,2.7
dima_hasao,9,892.0,64.2,0.3,0.8,29.7,72.3,7.9,29.1,35.8,60.6,375.0,1,1,0,57.8
imphal_west,11,781.0,51.9,0.35,0.5,20.0,75.8,0.8,1.3,2.2,2.6,30.0,0,0,0,0.0
west_khasi,2,1404.0,57.8,0.25,0.75,22.4,95.8,7.6,6.0,10.1,16.4,84.0,0,0,0,0.0
dimapur,12,115.0,24.4,0.4,0.2,31.9,79.3,6.8,0.8,1.9,2.5,16.0,0,0,0,7.1
kamrup,7,-1.0,14.1,0.7,0.1,25.0,60.7,19.8,14.9,33.0,61.5,450.0,1,1,0,52.1
kamrup,8,118.0,7.5,0.7,0.1,22.0,63.1,9.9,7.3,17.0,31.1,396.0,1,1,1,56.0
sonitpur,6,109.0,10.5,0.6,0.15,21.7,97.9,5.7,4.5,10.1,7.8,374.0,0,0,0,32.9
aizawl,7,1203.0,80.8,0.1,0.8,20.8,75.3,4.2,12.3,21.5,31.2,500.0,1,0,1,75.0
aizawl,7,1115.0,78.5,0.1,0.8,27.3,62.0,5.1,13.4,28.7,40.5,500.0,1,1,1,76.9
west_tripura,11,-56.0,3.2,0.75,0.05,32.5,74.5,13.5,0.9,0.7,1.1,42.0,0,0,0,9.5
dimapur,5,177.0,34.2,0.4,0.2,19.2,81.7,14.1,13.0,10.8,10.6,224.0,0,1,0,22.8
sonitpur,7,89.0,10.2,0.6,0.15,28.1,86.9,17.9,40.5,94.8,128.8,425.0,1,1,1,98.9
kamrup,6,105.0,14.9,0.7,0.1,34.2,66.9,12.9,14.1,33.9,47.9,396.0,0,1,0,52.0
cachar,10,-22.0,18.6,0.65,0.2,32.8,76.4,16.5,12.5,18.7,19.3,132.0,0,1,0,26.2
kohima,12,1473.0,75.0,0.15,0.85,20.6,84.6,24.9,0.1,0.1,0.2,19.0,0,0,0,7.6
west_khasi,2,1336.0,66.9,0.25,0.75,31.3,85.8,6.4,4.6,6.9,5.2,84.0,0,0,0,7.2
dimapur,2,123.0,31.3,0.4,0.2,29.2,74.6,18.1,1.7,1.8,1.7,48.0,0,0,0,6.5
dima_hasao,7,958.0,63.9,0.3,0.8,18.4,89.9,3.9,8.5,9.8,19.3,625.0,1,1,1,69.0
aizawl,7,1149.0,78.1,0.1,0.8,26.3,73.0,5.4,3.1,2.8,4.8,500.0,1,0,0,39.4
imphal_west,2,776.0,61.6,0.35,0.5,25.4,87.6,3.1,1.2,2.9,5.0,45.0,0,1,0,0.0
dimapur,5,104.0,17.7,0.4,0.2,21.0,93.8,9.4,5.0,8.9,7.1,224.0,0,0,0,20.2
west_tripura,6,-6.0,11.3,0.75,0.05,29.7,60.8,4.1,10.1,18.0,32.1,462.0,0,1,1,63.7
dima_hasao,6,951.0,56.2,0.3,0.8,21.7,66.2,2.7,10.2,18.8,26.3,550.0,0,0,0,48.5
cachar,2,3.0,24.0,0.65,0.2,31.1,95.3,3.0,3.5,4.5,6.4,66.0,0,0,0,0.0
imphal_west,11,706.0,56.6,0.35,0.5,23.9,65.6,10.1,0.2,0.3,0.3,30.0,0,0,0,0.0
sonitpur,9,79.0,12.9,0.6,0.15,22.3,71.8,1.3,6.6,6.1,9.8,255.0,0,1,0,37.9
imphal_west,4,694.0,48.8,0.35,0.5,19.8,87.0,2.3,1.6,3.3,2.9,150.0,0,0,0,24.4
west_khasi,6,1354.0,64.5,0.25,0.75,23.2,97.4,16.8,10.7,14.4,18.2,616.0,1,0,1,72.1
west_tripura,11,32.0,4.6,0.75,0.05,32.3,94.6,7.1,1.1,1.8,3.1,42.0,0,0,0,0.0
cachar,4,-12.0,21.7,0.65,0.2,18.1,64.2,2.7,0.6,0.5,0.4,220.0,0,0,0,13.9
sonitpur,3,132.0,16.1,0.6,0.15,30.4,85.3,20.5,1.5,2.6,4.3,85.0,0,0,0,1.9
east_khasi,4,1457.0,48.3,0.2,0.7,20.3,75.0,1.9,22.6,26.7,35.3,220.0,0,0,0,27.5
cachar,10,5.0,15.8,0.65,0.2,19.8,96.7,28.3,8.5,7.6,5.6,132.0,0,0,0,24.8
cachar,11,-24.0,14.1,0.65,0.2,25.4,90.0,17.0,0.8,1.9,3.0,44.0,0,0,0,0.0
sonitpur,3,102.0,22.0,0.6,0.15,33.6,80.3,1.1,2.6,5.6,9.5,85.0,0,0,0,7.4
papum_pare,8,369.0,41.1,0.5,0.4,33.4,90.9,3.8,28.1,69.4,54.3,506.0,1,1,1,100.0
kohima,10,1459.0,68.0,0.15,0.85,18.3,90.7,27.9,9.0,18.7,35.2,114.0,1,1,1,45.1
aizawl,8,1130.0,70.0,0.1,0.8,31.7,76.2,10.1,21.5,47.5,91.0,440.0,1,1,1,90.5
papum_pare,10,358.0,38.0,0.5,0.4,23.1,81.3,5.1,8.7,8.6,8.8,138.0,1,0,1,45.4
papum_pare,11,434.0,39.1,0.5,0.4,19.1,97.0,11.4,5.2,10.3,8.8,46.0,0,0,0,0.0
aizawl,6,1108.0,78.2,0.1,0.8,28.3,67.7,25.2,12.4,10.1,19.3,440.0,1,1,1,75.9
papum_pare,6,377.0,38.0,0.5,0.4,19.3,66.2,4.9,6.9,13.6,19.5,506.0,1,1,1,62.5
cachar,8,-20.0,11.9,0.65,0.2,32.6,95.1,17.5,2.3,2.3,2.4,484.0,0,0,0,32.1
sonitpur,8,57.0,17.6,0.6,0.15,26.7,94.7,34.4,35.0,68.4,132.8,374.0,1,1,1,100.0
kohima,11,1373.0,77.7,0.15,0.85,30.8,63.6,3.9,4.0,3.9,4.0,38.0,0,0,0,3.4
east_khasi,5,1446.0,59.2,0.2,0.7,27.0,64.1,5.0,5.0,5.2,3.6,308.0,1,0,0,24.5
aizawl,1,1169.0,73.1,0.1,0.8,18.6,97.2,0.0,0.2,0.2,0.4,40.0,0,0,0,2.3
west_khasi,9,1388.0,59.0,0.25,0.75,25.3,93.1,6.0,31.2,53.0,101.0,420.0,1,1,1,89.9
sonitpur,5,75.0,11.6,0.6,0.15,19.2,75.2,8.6,0.9,2.0,1.8,238.0,0,0,0,14.2
kohima,8,1453.0,60.2,0.15,0.85,32.9,80.7,2.7,8.6,18.0,25.4,418.0,1,0,1,80.9
kamrup,1,75.0,9.8,0.7,0.1,19.6,75.0,40.9,3.3,5.3,8.6,36.0,0,0,0,6.8
west_khasi,5,1368.0,64.1,0.25,0.75,20.1,81.4,30.4,14.0,30.4,38.6,392.0,0,0,0,40.4
sonitpur,11,68.0,19.9,0.6,0.15,23.5,77.6,5.4,0.7,1.7,3.1,34.0,0,0,0,4.7
sonitpur,10,180.0,22.4,0.6,0.15,19.3,71.0,9.9,5.0,4.4,4.3,102.0,0,1,1,49.3
aizawl,9,1194.0,79.0,0.1,0.8,21.2,66.7,20.6,2.2,5.0,7.4,300.0,1,0,0,38.1
dimapur,8,102.0,29.8,0.4,0.2,25.3,67.1,1.2,33.1,69.2,75.2,352.0,1,1,1,100.0
aizawl,9,1136.0,76.8,0.1,0.8,30.9,73.3,6.0,9.6,20.8,35.9,300.0,1,0,1,88.0
west_tripura,1,-28.0,4.3,0.75,0.05,19.9,73.2,14.4,0.7,0.8,0.7,42.0,0,0,0,3.4
kohima,10,1416.0,68.1,0.15,0.85,29.0,61.1,0.2,6.3,6.9,9.1,114.0,1,0,1,54.0
papum_pare,4,389.0,48.4,0.5,0.4,24.7,65.9,4.7,4.0,3.3,2.6,230.0,1,0,0,30.5
west_khasi,10,1407.0,66.3,0.25,0.75,24.2,73.9,21.2,16.6,34.5,48.9,168.0,1,0,0,34.6
kohima,9,1455.0,67.2,0.15,0.85,19.2,87.1,12.1,31.5,54.6,67.6,285.0,1,1,1,100.0
cachar,1,-34.0,23.1,0.65,0.2,25.6,90.6,1.8,6.2,11.2,12.4,44.0,0,0,0,0.0
kohima,2,1421.0,75.0,0.15,0.85,34.9,97.4,10.1,0.8,1.4,1.9,57.0,0,0,0,0.0
west_khasi,12,1338.0,56.9,0.25,0.75,26.2,89.8,6.6,0.1,0.1,0.1,28.0,0,0,0,2.2
sonitpur,9,72.0,7.6,0.6,0.15,23.7,97.7,1.1,44.1,93.2,174.1,255.0,1,1,0,73.9
papum_pare,3,357.0,46.5,0.5,0.4,28.1,72.0,8.2,8.6,14.7,25.6,115.0,0,0,0,4.9
kamrup,4,5.0,10.6,0.7,0.1,28.4,64.5,25.8,4.2,3.6,4.2,180.0,0,0,0,23.0
west_tripura,8,-24.0,12.9,0.75,0.05,34.8,68.1,5.4,25.7,37.6,50.2,462.0,1,1,1,90.8
kohima,9,1402.0,68.9,0.15,0.85,22.4,93.9,6.8,7.5,18.7,24.5,285.0,1,0,0,52.4
imphal_west,10,750.0,52.7,0.35,0.5,22.7,79.2,31.9,1.9,3.5,6.7,90.0,0,0,0,24.0
cachar,6,-41.0,12.3,0.65,0.2,18.1,96.9,5.7,5.9,8.9,8.4,484.0,0,0,0,36.1
west_khasi,5,1335.0,56.2,0.25,0.75,34.8,93.5,31.4,47.7,53.9,80.7,392.0,1,1,0,59.1
dimapur,7,178.0,20.3,0.4,0.2,25.9,90.9,1.7,7.8,10.8,16.8,400.0,0,1,0,29.1
west_khasi,11,1408.0,56.6,0.25,0.75,31.2,65.5,6.2,2.2,2.5,4.4,56.0,0,0,0,4.5
aizawl,1,1156.0,73.5,0.1,0.8,18.9,75.1,4.6,0.9,1.1,2.0,40.0,0,0,0,1.8
papum_pare,11,339.0,32.9,0.5,0.4,27.8,79.0,6.7,1.7,4.0,4.4,46.0,0,0,0,7.0
west_khasi,2,1356.0,54.3,0.25,0.75,32.1,73.7,9.2,11.9,22.9,41.9,84.0,0,0,0,0.0
west_khasi,2,1367.0,64.1,0.25,0.75,19.2,61.7,2.4,2.2,2.8,5.6,84.0,0,0,0,10.4
imphal_west,11,782.0,51.9,0.35,0.5,20.6,77.7,11.4,0.7,1.7,2.1,30.0,0,0,0,9.0
dimapur,5,140.0,14.6,0.4,0.2,27.6,69.6,31.0,47.8,42.2,78.2,224.0,1,1,0,52.3
east_khasi,12,1562.0,56.0,0.2,0.7,26.6,97.9,11.9,0.3,0.3,0.2,22.0,0,1,0,0.8
papum_pare,10,317.0,42.6,0.5,0.4,26.0,76.1,3.4,2.5,2.6,2.6,138.0,0,0,0,14.1
cachar,6,86.0,14.5,0.65,0.2,30.0,85.8,3.5,3.6,6.2,9.2,484.0,0,1,0,25.5
sonitpur,10,114.0,10.9,0.6,0.15,32.5,68.4,0.7,1.6,1.5,2.7,102.0,0,1,1,42.3
papum_pare,3,428.0,42.8,0.5,0.4,19.3,97.7,10.7,1.3,1.8,1.6,115.0,0,0,0,4.0
west_khasi,5,1334.0,61.9,0.25,0.75,34.7,85.3,31.4,4.1,7.8,9.2,392.0,1,0,1,54.9
papum_pare,12,372.0,40.4,0.5,0.4,25.2,83.0,0.6,0.7,1.0,2.1,23.0,0,1,0,7.6
papum_pare,7,333.0,39.3,0.5,0.4,21.2,67.3,10.6,0.4,0.3,0.4,575.0,1,0,0,23.8
cachar,10,36.0,22.3,0.65,0.2,34.1,68.3,3.0,0.6,0.6,0.7,132.0,0,0,0,11.7
west_tripura,2,86.0,13.3,0.75,0.05,29.3,83.3,7.6,2.1,2.2,2.3,63.0,0,0,0,6.6
east_khasi,9,1522.0,49.3,0.2,0.7,30.3,62.3,8.7,38.4,55.8,95.6,330.0,1,1,1,93.8
dimapur,11,177.0,28.4,0.4,0.2,19.7,90.5,24.7,0.1,0.1,0.1,32.0,0,0,0,5.4
west_khasi,3,1437.0,61.8,0.25,0.75,19.3,61.2,11.9,7.1,10.4,13.0,140.0,0,0,0,0.0
papum_pare,12,302.0,35.6,0.5,0.4,25.7,82.9,22.6,0.7,1.1,1.9,23.0,0,0,0,9.4
west_tripura,11,22.0,11.8,0.75,0.05,23.3,69.1,4.4,4.1,9.9,9.5,42.0,0,0,0,7.1
imphal_west,2,763.0,57.6,0.35,0.5,21.7,87.4,16.6,0.1,0.3,0.4,45.0,0,0,0,0.0
papum_pare,11,260.0,38.4,0.5,0.4,24.7,66.8,3.4,0.5,1.0,2.0,46.0,0,0,0,0.6
dimapur,9,115.0,15.0,0.4,0.2,28.3,85.4,10.6,9.3,20.0,20.9,240.0,0,0,0,39.3
west_khasi,1,1391.0,55.7,0.25,0.75,23.0,89.0,13.7,0.1,0.2,0.3,56.0,0,0,0,0.0
west_khasi,5,1380.0,67.7,0.25,0.75,20.9,85.9,5.6,14.4,34.2,52.3,392.0,1,0,0,29.8
cachar,4,-10.0,19.7,0.65,0.2,26.3,69.8,14.0,19.9,47.5,41.7,220.0,0,1,0,39.1
west_khasi,8,1339.0,60.6,0.25,0.75,20.8,85.2,8.0,18.8,25.5,23.1,616.0,1,1,1,84.6
dima_hasao,4,1005.0,67.8,0.3,0.8,27.7,71.6,2.5,32.6,71.0,126.2,250.0,1,1,1,72.1
cachar,3,22.0,11.2,0.65,0.2,30.7,85.3,8.7,1.5,2.6,5.0,110.0,0,0,0,0.0
sonitpur,5,60.0,17.7,0.6,0.15,20.9,62.1,10.7,5.5,4.7,4.1,238.0,0,1,0,23.5
sonitpur,9,89.0,18.0,0.6,0.15,28.4,88.9,7.9,2.1,3.9,4.8,255.0,0,1,0,22.1
imphal_west,12,890.0,52.0,0.35,0.5,21.0,95.1,14.4,0.4,0.6,0.7,15.0,0,0,0,1.6
imphal_west,1,763.0,45.7,0.35,0.5,34.7,77.3,4.5,1.2,2.5,1.9,30.0,0,0,0,12.9
papum_pare,6,323.0,38.9,0.5,0.4,29.8,62.0,17.0,14.4,25.3,19.6,506.0,1,1,1,81.4
aizawl,3,996.0,77.4,0.1,0.8,18.9,60.1,1.1,1.7,3.1,3.3,100.0,0,0,0,6.5
aizawl,7,1110.0,75.8,0.1,0.8,24.4,64.2,4.3,5.4,11.4,8.4,500.0,1,0,0,40.9
cachar,3,17.0,12.2,0.65,0.2,22.6,92.5,8.5,13.8,20.5,19.4,110.0,0,0,0,0.0
cachar,12,-4.0,18.5,0.65,0.2,23.7,67.9,16.1,0.6,1.3,1.8,22.0,0,0,0,13.8
aizawl,3,1177.0,83.8,0.1,0.8,31.2,72.9,2.0,3.7,5.4,7.5,100.0,0,0,0,13.7
west_tripura,8,-36.0,2.7,0.75,0.05,30.8,90.5,8.1,25.4,43.8,42.4,462.0,1,1,1,90.0
kamrup,7,42.0,7.8,0.7,0.1,26.8,66.4,38.4,69.1,147.4,229.6,450.0,1,1,0,82.3
west_khasi,11,1228.0,69.4,0.25,0.75,27.4,96.8,55.6,4.7,10.0,18.6,56.0,0,0,0,3.8
west_tripura,4,-122.0,12.5,0.75,0.05,34.0,76.3,4.4,21.5,25.0,31.4,210.0,0,0,0,32.6
kohima,10,1394.0,76.7,0.15,0.85,27.5,62.2,1.9,2.4,4.5,7.4,114.0,0,1,0,17.7
east_khasi,12,1516.0,60.8,0.2,0.7,21.7,93.6,0.9,0.3,0.5,0.6,22.0,0,0,0,1.3
kohima,4,1423.0,73.8,0.15,0.85,32.0,67.6,0.6,60.0,48.4,35.6,190.0,1,0,1,78.0
imphal_west,4,752.0,52.6,0.35,0.5,23.5,97.3,12.3,5.2,12.5,21.9,150.0,1,0,1,46.1
east_khasi,8,1485.0,58.1,0.2,0.7,25.9,60.9,23.9,57.8,139.0,98.4,484.0,1,1,0,75.2
dima_hasao,6,975.0,64.3,0.3,0.8,18.7,97.0,0.2,32.5,73.9,86.9,550.0,1,1,0,72.2
papum_pare,10,233.0,33.6,0.5,0.4,34.3,84.3,18.8,7.0,14.4,13.5,138.0,0,0,0,27.4
kohima,8,1406.0,67.1,0.15,0.85,18.1,61.5,2.2,64.0,124.7,176.3,418.0,1,1,1,100.0
east_khasi,7,1512.0,64.9,0.2,0.7,25.3,84.4,30.7,16.1,30.3,53.9,550.0,1,1,1,88.0
imphal_west,9,764.0,50.5,0.35,0.5,24.9,98.0,8.7,44.8,75.3,143.5,225.0,1,1,0,79.3
dimapur,3,192.0,21.7,0.4,0.2,24.1,82.9,9.4,1.4,1.5,3.0,80.0,0,0,0,2.9
dima_hasao,10,923.0,61.1,0.3,0.8,28.6,91.0,10.6,1.5,2.6,5.0,150.0,0,0,0,14.6
cachar,5,17.0,16.0,0.65,0.2,33.4,97.9,1.8,6.8,7.4,6.2,308.0,0,1,0,18.1
kamrup,11,-21.0,12.7,0.7,0.1,28.8,74.7,24.0,0.4,0.9,1.4,36.0,0,0,0,0.0
kohima,6,1397.0,71.3,0.15,0.85,29.1,61.6,0.7,16.3,39.7,38.4,418.0,1,1,1,83.3
imphal_west,2,779.0,46.1,0.35,0.5,21.1,83.3,5.3,2.7,3.1,4.9,45.0,0,0,0,10.4
west_tripura,9,21.0,11.9,0.75,0.05,18.0,73.3,2.8,22.6,28.2,21.4,315.0,1,1,1,78.1
sonitpur,5,141.0,2.5,0.6,0.15,21.2,81.3,11.8,4.6,4.1,4.9,238.0,0,0,0,20.0
sonitpur,3,81.0,19.0,0.6,0.15,19.6,61.7,1.2,2.3,3.0,4.0,85.0,0,0,0,0.0
east_khasi,8,1535.0,60.8,0.2,0.7,24.2,62.8,8.4,75.0,182.3,326.0,484.0,1,1,1,100.0
imphal_west,3,811.0,52.4,0.35,0.5,28.7,91.9,1.6,6.5,10.8,20.5,75.0,0,0,0,7.9
dimapur,2,148.0,26.6,0.4,0.2,29.3,91.9,4.5,0.1,0.1,0.1,48.0,0,0,0,0.0
dima_hasao,8,1003.0,57.8,0.3,0.8,18.8,76.4,17.6,34.6,34.1,35.9,550.0,1,1,1,95.6
west_khasi,1,1308.0,56.6,0.25,0.75,25.5,72.9,3.5,2.4,3.9,6.5,56.0,0,0,0,6.1
dimapur,1,141.0,21.3,0.4,0.2,27.9,96.4,0.2,0.6,1.2,2.0,32.0,0,0,0,3.1
dimapur,9,181.0,18.3,0.4,0.2,29.7,76.0,19.2,14.9,20.0,28.0,240.0,1,0,0,37.2
west_khasi,4,1307.0,56.3,0.25,0.75,27.3,60.1,3.9,3.7,6.4,5.4,280.0,1,0,1,52.9
dimapur,2,188.0,25.1,0.4,0.2,28.8,80.6,26.2,1.8,4.1,6.1,48.0,0,0,0,2.5
